village_id,elevation,land_cover,dist_to_water
VIL_0074,20.0,mixed_agroforestry,13939.4
VIL_0075,6.0,mixed_agroforestry,10882.9
VIL_0076,10.0,coastal_urban,6123.7
VIL_0077,8.0,coastal_urban,6375.4
VIL_0078,12.0,mixed_agroforestry,9736.6
VIL_0079,24.0,coastal_urban,5144.5
VIL_0080,20.0,mixed_agroforestry,9481.3
VIL_0081,16.0,mixed_agroforestry,12167.7
VIL_0082,25.0,mixed_agroforestry,15805.2
VIL_0083,40.0,mixed_agroforestry,14488.3
VIL_0084,48.0,mixed_agroforestry,11226.6
VIL_0085,30.0,mixed_agroforestry,11325.0
VIL_0086,11.0,mixed_agroforestry,12097.6
VIL_0087,0.0,coastal_urban,3986.7
VIL_0088,68.0,mixed_agroforestry,40603.6
VIL_0089,205.0,mixed_agroforestry,32305.8
VIL_0090,127.0,mixed_agroforestry,40798.7
VIL_0091,75.0,mixed_agroforestry,33392.3
VIL_0092,45.0,mixed_agroforestry,33697.1
VIL_0093,96.0,mixed_agroforestry,39511.5
VIL_0094,80.0,mixed_agroforestry,35625.4
VIL_0095,79.0,mixed_agroforestry,32904.3
VIL_0096,139.0,mixed_agroforestry,47257.0
VIL_0097,72.0,mixed_agroforestry,38275.0
VIL_0098,772.0,plantation_rubber_tea_spices,25380.1
VIL_0099,125.0,mixed_agroforestry,29979.2
VIL_0100,71.0,mixed_agroforestry,19627.9
VIL_0101,40.0,mixed_agroforestry,20466.5
VIL_0102,34.0,mixed_agroforestry,24810.2
VIL_0103,38.0,mixed_agroforestry,30283.6
VIL_0104,88.0,mixed_agroforestry,31929.1
VIL_0105,54.0,mixed_agroforestry,34189.9
VIL_0106,33.0,mixed_agroforestry,30547.1
VIL_0107,69.0,mixed_agroforestry,28341.1
VIL_0108,46.0,mixed_agroforestry,30724.3
VIL_0109,44.0,mixed_agroforestry,24646.1
VIL_0110,62.0,mixed_agroforestry,23436.3
VIL_0111,29.0,mixed_agroforestry,18138.6
VIL_0112,21.0,mixed_agroforestry,17741.1
VIL_0113,24.0,mixed_agroforestry,21622.2
VIL_0114,26.0,mixed_agroforestry,26142.8
VIL_0115,34.0,mixed_agroforestry,22379.5
VIL_0116,30.0,mixed_agroforestry,19548.8
VIL_0117,13.0,mixed_agroforestry,16027.0
VIL_0118,18.0,mixed_agroforestry,21382.7
VIL_0119,16.0,mixed_agroforestry,26015.7
VIL_0120,29.0,mixed_agroforestry,27920.7
VIL_0121,19.0,mixed_agroforestry,30029.1
VIL_0122,37.0,mixed_agroforestry,26056.7
VIL_0123,736.0,plantation_rubber_tea_spices,14073.4
VIL_0124,787.0,plantation_rubber_tea_spices,17611.3
VIL_0125,870.0,plantation_rubber_tea_spices,23858.7
VIL_0126,760.0,plantation_rubber_tea_spices,17087.8
VIL_0127,762.0,plantation_rubber_tea_spices,12217.6
VIL_0128,737.0,plantation_rubber_tea_spices,6727.6
VIL_0129,726.0,plantation_rubber_tea_spices,13303.7
VIL_0130,755.0,plantation_rubber_tea_spices,1188.2
VIL_0131,805.0,plantation_rubber_tea_spices,4587.3
VIL_0132,752.0,plantation_rubber_tea_spices,10292.5
VIL_0133,720.0,plantation_rubber_tea_spices,7644.9
VIL_0134,777.0,plantation_rubber_tea_spices,9599.1
VIL_0135,725.0,plantation_rubber_tea_spices,15781.6
VIL_0136,761.0,plantation_rubber_tea_spices,24319.8
VIL_0137,755.0,plantation_rubber_tea_spices,25013.3
VIL_0138,713.0,plantation_rubber_tea_spices,29631.5
VIL_0139,959.0,plantation_rubber_tea_spices,37454.6
VIL_0140,746.0,plantation_rubber_tea_spices,22910.9
VIL_0141,871.0,plantation_rubber_tea_spices,27803.2
VIL_0142,872.0,plantation_rubber_tea_spices,34259.7
VIL_0143,889.0,plantation_rubber_tea_spices,42544.0
VIL_0144,740.0,plantation_rubber_tea_spices,16332.7
VIL_0145,750.0,plantation_rubber_tea_spices,14303.3
VIL_0146,862.0,plantation_rubber_tea_spices,25100.6
VIL_0147,753.0,plantation_rubber_tea_spices,18628.2
VIL_0148,854.0,plantation_rubber_tea_spices,28728.0
VIL_0149,12.0,coastal_urban,1535.9
VIL_0150,14.0,mixed_agroforestry,30251.1
VIL_0151,12.0,mixed_agroforestry,36280.4
VIL_0152,26.0,mixed_agroforestry,34410.4
VIL_0153,7.0,mixed_agroforestry,37569.4
VIL_0154,4.0,mixed_agroforestry,34873.4
VIL_0155,26.0,mixed_agroforestry,35161.7
VIL_0156,26.0,mixed_agroforestry,31688.9
VIL_0157,43.0,mixed_agroforestry,33688.6
VIL_0158,47.0,mixed_agroforestry,30810.6
VIL_0159,65.0,mixed_agroforestry,27241.0
VIL_0160,66.0,mixed_agroforestry,25924.7
VIL_0161,394.0,plantation_rubber_tea_spices,15564.5
VIL_0162,46.0,mixed_agroforestry,18054.7
VIL_0163,34.0,mixed_agroforestry,23432.0
VIL_0164,19.0,mixed_agroforestry,25284.1
VIL_0165,35.0,mixed_agroforestry,27027.5
VIL_0166,33.0,mixed_agroforestry,32610.9
VIL_0167,84.0,mixed_agroforestry,27195.7
VIL_0168,24.0,mixed_agroforestry,32493.9
VIL_0169,3.0,mixed_agroforestry,33326.2
VIL_0170,24.0,mixed_agroforestry,36276.6
VIL_0171,37.0,mixed_agroforestry,36572.4
VIL_0172,4.0,mixed_agroforestry,40680.6
VIL_0173,24.0,mixed_agroforestry,35729.5
VIL_0174,22.0,mixed_agroforestry,31397.9
VIL_0175,71.0,mixed_agroforestry,28298.1
VIL_0176,5.0,mixed_agroforestry,32538.0
VIL_0177,20.0,mixed_agroforestry,28152.6
VIL_0178,42.0,mixed_agroforestry,29483.2
VIL_0179,24.0,mixed_agroforestry,31675.3
VIL_0180,26.0,mixed_agroforestry,29084.4
VIL_0181,74.0,mixed_agroforestry,26957.5
VIL_0182,28.0,mixed_agroforestry,24629.1
VIL_0183,15.0,mixed_agroforestry,21887.2
VIL_0184,20.0,mixed_agroforestry,21629.4
VIL_0185,42.0,mixed_agroforestry,15055.8
VIL_0186,74.0,mixed_agroforestry,15794.3
VIL_0187,85.0,mixed_agroforestry,22608.3
VIL_0188,27.0,mixed_agroforestry,24426.4
VIL_0189,27.0,mixed_agroforestry,26035.6
VIL_0190,55.0,mixed_agroforestry,26715.8
VIL_0191,59.0,mixed_agroforestry,21918.5
VIL_0192,20.0,mixed_agroforestry,22528.1
VIL_0193,12.0,mixed_agroforestry,17667.5
VIL_0194,13.0,mixed_agroforestry,16157.4
VIL_0195,23.0,mixed_agroforestry,19709.5
VIL_0196,21.0,mixed_agroforestry,24198.9
VIL_0197,14.0,mixed_agroforestry,13288.0
VIL_0198,50.0,mixed_agroforestry,18603.3
VIL_0199,54.0,mixed_agroforestry,16373.4
VIL_0200,36.0,mixed_agroforestry,13037.1
VIL_0201,11.3,mixed_agroforestry,9339.1
VIL_0202,1.5,mixed_agroforestry,11549.5
VIL_0203,1.5,mixed_agroforestry,14615.3
VIL_0204,12.4,mixed_agroforestry,14129.6
VIL_0205,14.2,mixed_agroforestry,13165.8
VIL_0206,21.4,mixed_agroforestry,11176.8
VIL_0207,1.5,mixed_agroforestry,17615.2
VIL_0208,13.6,mixed_agroforestry,20033.1
VIL_0209,30.2,mixed_agroforestry,23800.4
VIL_0210,29.3,mixed_agroforestry,27479.7
VIL_0211,50.1,mixed_agroforestry,26514.0
VIL_0212,16.5,mixed_agroforestry,8367.5
VIL_0213,1.5,mixed_agroforestry,12716.9
VIL_0214,1.5,mixed_agroforestry,12097.0
VIL_0215,1.5,mixed_agroforestry,12504.8
VIL_0216,22.3,mixed_agroforestry,24413.6
VIL_0217,1.5,mixed_agroforestry,22560.3
VIL_0218,31.1,mixed_agroforestry,21916.5
VIL_0219,59.5,mixed_agroforestry,25587.0
VIL_0220,37.3,mixed_agroforestry,32558.2
VIL_0221,43.4,mixed_agroforestry,34317.3
VIL_0222,40.4,mixed_agroforestry,23434.8
VIL_0223,31.7,mixed_agroforestry,21443.2
VIL_0224,16.9,mixed_agroforestry,20959.3
VIL_0225,1.5,mixed_agroforestry,17939.9
VIL_0226,4.8,mixed_agroforestry,25647.8
VIL_0227,132.9,mixed_agroforestry,35566.5
VIL_0228,90.3,mixed_agroforestry,43971.5
VIL_0229,94.4,mixed_agroforestry,45915.1
VIL_0230,124.8,mixed_agroforestry,46195.8
VIL_0231,141.7,mixed_agroforestry,51576.4
VIL_0232,470.6,plantation_rubber_tea_spices,2289.0
VIL_0233,159.5,mixed_agroforestry,5049.2
VIL_0234,135.1,mixed_agroforestry,25857.5
VIL_0235,1068.7,plantation_rubber_tea_spices,4309.7
VIL_0236,183.6,mixed_agroforestry,48428.9
VIL_0237,204.1,mixed_agroforestry,51883.4
VIL_0238,222.7,mixed_agroforestry,59756.7
VIL_0239,201.5,mixed_agroforestry,54281.0
VIL_0240,207.2,mixed_agroforestry,56778.9
VIL_0241,208.4,mixed_agroforestry,53141.7
VIL_0242,142.2,mixed_agroforestry,52015.1
VIL_0243,93.7,mixed_agroforestry,46904.1
VIL_0244,115.6,mixed_agroforestry,46021.8
VIL_0245,205.6,mixed_agroforestry,47672.5
VIL_0246,179.7,mixed_agroforestry,42743.0
VIL_0247,210.6,mixed_agroforestry,43290.1
VIL_0248,43.0,mixed_agroforestry,35472.5
VIL_0249,75.9,mixed_agroforestry,39390.4
VIL_0250,92.9,mixed_agroforestry,42108.2
VIL_0251,135.7,mixed_agroforestry,40700.1
VIL_0252,60.7,mixed_agroforestry,39452.1
VIL_0253,62.9,mixed_agroforestry,41938.6
VIL_0254,51.2,mixed_agroforestry,35725.1
VIL_0255,52.6,mixed_agroforestry,34410.0
VIL_0256,40.3,mixed_agroforestry,33381.2
VIL_0257,56.3,mixed_agroforestry,33956.3
VIL_0258,42.0,mixed_agroforestry,29094.5
VIL_0259,59.9,mixed_agroforestry,27994.6
VIL_0260,8.4,mixed_agroforestry,20200.1
VIL_0261,28.6,mixed_agroforestry,24166.4
VIL_0262,12.7,mixed_agroforestry,27011.4
VIL_0263,22.3,mixed_agroforestry,24791.0
VIL_0264,40.1,mixed_agroforestry,19736.3
VIL_0265,11.3,mixed_agroforestry,13615.4
VIL_0266,16.9,mixed_agroforestry,15642.8
VIL_0267,1.5,mixed_agroforestry,15048.7
VIL_0268,23.3,mixed_agroforestry,21296.3
VIL_0269,26.2,mixed_agroforestry,25781.9
VIL_0270,36.2,mixed_agroforestry,30346.7
VIL_0271,28.7,mixed_agroforestry,18703.6
VIL_0272,13.1,mixed_agroforestry,19553.4
VIL_0273,1.5,mixed_agroforestry,23680.1
VIL_0274,13.2,mixed_agroforestry,23582.5
VIL_0275,18.7,mixed_agroforestry,24227.6
VIL_0276,21.8,mixed_agroforestry,29213.5
VIL_0277,1.5,mixed_agroforestry,26528.5
VIL_0278,22.6,mixed_agroforestry,29020.4
VIL_0279,49.2,mixed_agroforestry,33446.6
VIL_0280,24.6,mixed_agroforestry,31072.8
VIL_0281,24.2,mixed_agroforestry,30014.8
VIL_0282,16.2,mixed_agroforestry,30427.3
VIL_0283,27.7,mixed_agroforestry,26771.1
VIL_0284,39.4,mixed_agroforestry,27073.3
VIL_0285,26.8,mixed_agroforestry,27094.2
VIL_0286,1.5,mixed_agroforestry,23892.6
VIL_0287,29.7,mixed_agroforestry,22877.6
VIL_0288,36.3,mixed_agroforestry,24439.7
VIL_0289,31.8,mixed_agroforestry,22268.8
VIL_0290,15.2,mixed_agroforestry,20502.3
VIL_0291,10.6,mixed_agroforestry,17628.9
VIL_0292,1.5,mixed_agroforestry,16351.4
VIL_0293,7.2,mixed_agroforestry,18736.2
VIL_0294,16.6,mixed_agroforestry,18719.4
VIL_0295,28.1,mixed_agroforestry,21141.8
VIL_0296,12.4,mixed_agroforestry,27644.3
VIL_0297,32.1,mixed_agroforestry,30303.6
VIL_0298,43.5,mixed_agroforestry,24896.8
VIL_0299,44.7,mixed_agroforestry,25524.4
VIL_0300,49.6,mixed_agroforestry,21988.8
VIL_0301,55.3,mixed_agroforestry,21920.9
VIL_0302,46.2,mixed_agroforestry,17575.5
VIL_0303,59.5,mixed_agroforestry,19682.4
VIL_0304,28.9,mixed_agroforestry,15593.0
VIL_0305,21.1,mixed_agroforestry,10527.4
VIL_0306,1.5,mixed_agroforestry,14015.4
VIL_0307,4.0,mixed_agroforestry,13652.1
VIL_0308,21.1,mixed_agroforestry,9065.9
VIL_0309,34.6,coastal_urban,6249.5
VIL_0310,18.8,mixed_agroforestry,11719.5
VIL_0311,20.2,mixed_agroforestry,9846.9
VIL_0312,19.6,mixed_agroforestry,12173.0
VIL_0313,27.4,mixed_agroforestry,9201.7
VIL_0314,15.9,coastal_urban,6475.6
VIL_0315,18.3,coastal_urban,4617.4
VIL_0316,8.4,coastal_urban,6267.4
VIL_0317,23.2,mixed_agroforestry,10826.7
VIL_0318,58.1,mixed_agroforestry,13002.2
VIL_0319,61.0,mixed_agroforestry,14671.0
VIL_0320,51.6,mixed_agroforestry,33766.2
VIL_0321,91.8,mixed_agroforestry,31259.9
VIL_0322,63.0,mixed_agroforestry,36105.6
VIL_0323,91.5,mixed_agroforestry,32337.4
VIL_0324,93.2,mixed_agroforestry,32379.1
VIL_0325,136.9,mixed_agroforestry,34211.6
VIL_0326,141.6,mixed_agroforestry,34649.1
VIL_0327,151.5,mixed_agroforestry,36529.2
VIL_0328,174.1,mixed_agroforestry,28877.1
VIL_0329,191.6,mixed_agroforestry,25195.0
VIL_0330,147.5,mixed_agroforestry,20939.8
VIL_0331,141.7,mixed_agroforestry,19124.8
VIL_0332,128.3,mixed_agroforestry,23256.7
VIL_0333,85.3,mixed_agroforestry,26810.5
VIL_0334,94.5,mixed_agroforestry,28623.4
VIL_0335,108.7,mixed_agroforestry,21621.5
VIL_0336,67.1,mixed_agroforestry,23833.9
VIL_0337,25.9,mixed_agroforestry,14124.6
VIL_0338,13.6,mixed_agroforestry,17722.8
VIL_0339,18.1,mixed_agroforestry,17497.8
VIL_0340,31.4,mixed_agroforestry,23201.5
VIL_0341,33.9,mixed_agroforestry,22948.0
VIL_0342,62.1,mixed_agroforestry,28310.5
VIL_0343,60.6,mixed_agroforestry,26936.3
VIL_0344,51.6,mixed_agroforestry,28938.0
VIL_0345,51.9,mixed_agroforestry,25097.5
VIL_0346,40.9,mixed_agroforestry,27709.1
VIL_0347,48.1,mixed_agroforestry,29621.8
VIL_0348,47.4,mixed_agroforestry,33865.0
VIL_0349,46.1,mixed_agroforestry,36255.6
VIL_0350,64.3,mixed_agroforestry,38526.6
VIL_0351,66.2,mixed_agroforestry,40395.8
VIL_0352,46.1,mixed_agroforestry,43410.9
VIL_0353,48.3,mixed_agroforestry,17144.5
VIL_0354,47.1,mixed_agroforestry,18254.6
VIL_0355,72.7,mixed_agroforestry,15423.2
VIL_0356,51.1,mixed_agroforestry,20407.2
VIL_0357,76.3,mixed_agroforestry,20543.5
VIL_0358,38.7,mixed_agroforestry,21276.7
VIL_0359,65.4,mixed_agroforestry,23738.1
VIL_0360,89.9,mixed_agroforestry,20439.2
VIL_0361,89.9,mixed_agroforestry,14887.1
VIL_0362,138.8,mixed_agroforestry,5747.4
VIL_0363,138.8,mixed_agroforestry,2798.4
VIL_0364,137.6,mixed_agroforestry,3286.3
VIL_0365,175.0,mixed_agroforestry,8397.1
VIL_0366,222.3,mixed_agroforestry,13551.6
VIL_0367,264.1,mixed_agroforestry,15167.2
VIL_0368,284.0,mixed_agroforestry,19295.0
VIL_0369,217.6,mixed_agroforestry,17798.9
VIL_0370,172.2,mixed_agroforestry,13488.5
VIL_0371,155.6,mixed_agroforestry,7690.4
VIL_0372,113.8,mixed_agroforestry,8964.5
VIL_0373,116.9,mixed_agroforestry,10583.4
VIL_0374,53.0,mixed_agroforestry,25049.0
VIL_0375,83.6,mixed_agroforestry,21278.1
VIL_0376,93.7,mixed_agroforestry,17931.9
VIL_0377,128.4,mixed_agroforestry,17928.9
VIL_0378,142.0,mixed_agroforestry,20317.9
VIL_0379,224.1,mixed_agroforestry,25031.2
VIL_0380,197.1,mixed_agroforestry,29826.3
VIL_0381,125.6,mixed_agroforestry,21143.9
VIL_0382,82.6,mixed_agroforestry,24683.8
VIL_0383,159.1,mixed_agroforestry,26346.6
VIL_0384,83.2,mixed_agroforestry,33985.9
VIL_0385,86.8,mixed_agroforestry,30694.4
VIL_0386,94.0,mixed_agroforestry,35312.4
VIL_0387,81.3,mixed_agroforestry,38872.6
VIL_0388,89.4,mixed_agroforestry,36719.7
VIL_0389,83.0,mixed_agroforestry,33218.7
VIL_0390,102.8,mixed_agroforestry,31459.4
VIL_0391,93.8,mixed_agroforestry,35343.6
VIL_0392,114.7,mixed_agroforestry,35065.7
VIL_0393,238.3,mixed_agroforestry,35438.6
VIL_0394,269.1,mixed_agroforestry,32089.7
VIL_0395,1138.7,evergreen_forest,25768.3
VIL_0396,284.6,mixed_agroforestry,26594.2
VIL_0397,255.4,mixed_agroforestry,24521.6
VIL_0398,208.3,mixed_agroforestry,25673.9
VIL_0399,206.2,mixed_agroforestry,24640.4
VIL_0400,167.2,mixed_agroforestry,34758.9
VIL_0401,162.6,mixed_agroforestry,34867.6
VIL_0402,198.9,mixed_agroforestry,30304.3
VIL_0403,203.9,mixed_agroforestry,28062.3
VIL_0404,194.3,mixed_agroforestry,27147.9
VIL_0405,145.0,mixed_agroforestry,27505.5
VIL_0406,176.8,mixed_agroforestry,32327.1
VIL_0407,142.3,mixed_agroforestry,29307.0
VIL_0408,112.2,mixed_agroforestry,30943.2
VIL_0409,94.6,mixed_agroforestry,28988.5
VIL_0410,88.2,mixed_agroforestry,31959.0
VIL_0411,90.1,mixed_agroforestry,34524.1
VIL_0412,94.3,mixed_agroforestry,37555.6
VIL_0413,87.9,mixed_agroforestry,40077.3
VIL_0414,69.4,mixed_agroforestry,42896.0
VIL_0415,57.0,mixed_agroforestry,44302.0
VIL_0416,91.5,mixed_agroforestry,42300.5
VIL_0417,92.0,mixed_agroforestry,36707.5
VIL_0418,119.2,mixed_agroforestry,33631.5
VIL_0419,132.7,mixed_agroforestry,38559.6
VIL_0420,139.7,mixed_agroforestry,39859.5
VIL_0421,142.2,mixed_agroforestry,42062.8
VIL_0422,144.6,mixed_agroforestry,39019.6
VIL_0423,164.0,mixed_agroforestry,37931.5
VIL_0424,149.0,mixed_agroforestry,34520.8
VIL_0425,193.8,mixed_agroforestry,35331.0
VIL_0426,201.0,mixed_agroforestry,33369.9
VIL_0427,119.4,mixed_agroforestry,41351.4
VIL_0428,102.0,mixed_agroforestry,39785.8
VIL_0429,492.0,plantation_rubber_tea_spices,54773.6
VIL_0430,580.5,plantation_rubber_tea_spices,60044.4
VIL_0431,439.5,plantation_rubber_tea_spices,38478.4
VIL_0432,393.7,plantation_rubber_tea_spices,39834.4
VIL_0433,379.0,plantation_rubber_tea_spices,40791.6
VIL_0434,350.1,plantation_rubber_tea_spices,40061.5
VIL_0435,290.7,mixed_agroforestry,34724.7
VIL_0436,338.2,mixed_agroforestry,35718.0
VIL_0437,242.9,mixed_agroforestry,34245.3
VIL_0438,205.7,mixed_agroforestry,34373.8
VIL_0439,220.1,mixed_agroforestry,24707.9
VIL_0440,338.1,mixed_agroforestry,33866.4
VIL_0441,488.0,plantation_rubber_tea_spices,40813.9
VIL_0442,607.3,plantation_rubber_tea_spices,50064.7
VIL_0443,729.7,plantation_rubber_tea_spices,58550.8
VIL_0444,721.5,plantation_rubber_tea_spices,56488.8
VIL_0445,693.0,plantation_rubber_tea_spices,53239.9
VIL_0446,583.6,plantation_rubber_tea_spices,47867.1
VIL_0447,600.5,plantation_rubber_tea_spices,48535.1
VIL_0448,528.0,plantation_rubber_tea_spices,44624.4
VIL_0449,553.0,plantation_rubber_tea_spices,44100.0
VIL_0450,602.4,plantation_rubber_tea_spices,48232.1
VIL_0451,482.9,plantation_rubber_tea_spices,39038.9
VIL_0452,550.5,plantation_rubber_tea_spices,43579.2
VIL_0453,424.5,plantation_rubber_tea_spices,36286.3
VIL_0454,525.7,plantation_rubber_tea_spices,39248.6
VIL_0455,720.1,plantation_rubber_tea_spices,46100.0
VIL_0456,613.2,plantation_rubber_tea_spices,51988.0
VIL_0457,544.3,plantation_rubber_tea_spices,48128.6
VIL_0458,485.6,plantation_rubber_tea_spices,43569.7
VIL_0459,468.0,plantation_rubber_tea_spices,42433.8
VIL_0460,547.9,plantation_rubber_tea_spices,44594.8
VIL_0461,612.6,plantation_rubber_tea_spices,50708.0
VIL_0462,648.8,plantation_rubber_tea_spices,54020.9
VIL_0463,794.9,plantation_rubber_tea_spices,61795.4
VIL_0464,591.0,plantation_rubber_tea_spices,47892.1
VIL_0465,550.8,plantation_rubber_tea_spices,44538.5
VIL_0466,653.8,plantation_rubber_tea_spices,52031.3
VIL_0467,748.7,plantation_rubber_tea_spices,58354.1
VIL_0468,812.5,plantation_rubber_tea_spices,64199.8
VIL_0469,863.9,plantation_rubber_tea_spices,66849.0
VIL_0470,869.9,plantation_rubber_tea_spices,65646.4
VIL_0471,342.9,mixed_agroforestry,36916.1
VIL_0472,424.1,plantation_rubber_tea_spices,39894.3
VIL_0473,423.2,plantation_rubber_tea_spices,38225.8
VIL_0474,336.4,mixed_agroforestry,30458.5
VIL_0475,309.6,mixed_agroforestry,27333.7
VIL_0476,313.4,mixed_agroforestry,24714.4
VIL_0477,369.0,plantation_rubber_tea_spices,29325.4
VIL_0478,385.7,plantation_rubber_tea_spices,34112.8
VIL_0479,427.2,plantation_rubber_tea_spices,37629.7
VIL_0480,494.3,plantation_rubber_tea_spices,40587.5
VIL_0481,472.0,plantation_rubber_tea_spices,37115.3
VIL_0482,398.0,plantation_rubber_tea_spices,30901.9
VIL_0483,359.2,plantation_rubber_tea_spices,28669.9
VIL_0484,350.5,plantation_rubber_tea_spices,27852.3
VIL_0485,411.3,plantation_rubber_tea_spices,31913.7
VIL_0486,460.6,plantation_rubber_tea_spices,35576.4
VIL_0487,307.8,mixed_agroforestry,22022.1
VIL_0488,226.7,mixed_agroforestry,14953.0
VIL_0489,200.5,mixed_agroforestry,9451.2
VIL_0490,165.0,mixed_agroforestry,4890.9
VIL_0491,194.2,mixed_agroforestry,10433.6
VIL_0492,205.6,mixed_agroforestry,12166.7
VIL_0493,270.5,mixed_agroforestry,20506.7
VIL_0494,307.8,mixed_agroforestry,28092.1
VIL_0495,283.7,mixed_agroforestry,27736.8
VIL_0496,245.4,mixed_agroforestry,20947.4
VIL_0497,283.3,mixed_agroforestry,24867.1
VIL_0498,249.6,mixed_agroforestry,19822.2
VIL_0499,209.7,mixed_agroforestry,15948.4
VIL_0500,158.8,mixed_agroforestry,16576.0
VIL_0501,151.1,mixed_agroforestry,13991.3
VIL_0502,399.4,plantation_rubber_tea_spices,34268.1
VIL_0503,374.4,plantation_rubber_tea_spices,28799.0
VIL_0504,368.0,plantation_rubber_tea_spices,28143.9
VIL_0505,357.3,plantation_rubber_tea_spices,25813.7
VIL_0506,371.9,plantation_rubber_tea_spices,31468.3
VIL_0507,102.6,mixed_agroforestry,7386.7
VIL_0508,121.9,mixed_agroforestry,10080.0
VIL_0509,135.2,mixed_agroforestry,14652.4
VIL_0510,104.6,mixed_agroforestry,17346.5
VIL_0511,106.4,mixed_agroforestry,14705.0
VIL_0512,83.0,mixed_agroforestry,9739.9
VIL_0513,73.3,mixed_agroforestry,17999.3
VIL_0514,91.6,mixed_agroforestry,13110.8
VIL_0515,90.9,mixed_agroforestry,16936.8
VIL_0516,89.5,mixed_agroforestry,12113.3
VIL_0517,90.8,mixed_agroforestry,9536.2
VIL_0518,64.0,mixed_agroforestry,12548.1
VIL_0519,47.1,mixed_agroforestry,17441.3
VIL_0520,45.2,mixed_agroforestry,16098.5
VIL_0521,71.5,mixed_agroforestry,17541.0
VIL_0522,42.2,mixed_agroforestry,17716.2
VIL_0523,1826.8,evergreen_forest,39216.7
VIL_0524,1552.3,evergreen_forest,30227.6
VIL_0525,379.1,plantation_rubber_tea_spices,9561.6
